CHEMBL3717066; 0.862; OC1=CC2=C(NC3=C2C(=NC=N3)N2CCCC2)C=C1
CHEMBL3719173; 0.860; CC1CCCN(C1)C1=NC(C)=NC2=C1C1=C(N2)C=CC(O)=C1
CHEMBL3658853; 0.860; CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N1C[C@H]2C[C@]2(C1)C#N)C1=C2C=CNC2=NC=N1
CHEMBL3715304; 0.858; CC1CCN(CC1)C1=NC(C)=NC2=C1C1=C(N2)C=CC(O)=C1
CHEMBL3356066; 0.857; C[C@@H](NC(=O)N1CCN(C[C@@H]1C)C1=C2C(C)=CNC2=NC=N1)C1=CC=CC=C1
CHEMBL570819; 0.856; C[C@H]1CN(C[C@@H](C)N1C(=O)NC1=CC=CC(Br)=C1)C1=C2C(C)=CNC2=NC=N1
CHEMBL3655099; 0.855; CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N1CC[C@@H](C1)C#N)C1=C2C=CNC2=NC=N1
CHEMBL3669559; 0.855; O=C1N(CC2=CNC3=CC=CC=C23)CCCC11CCN(CC1)C1=C2C=CNC2=NC=N1
CHEMBL3718722; 0.855; OC1=CC2=C(NC3=C2C(=NC=N3)N2CCC(=O)CC2)C=C1
CHEMBL3356421; 0.853; CC(C)OC1=CC(NC(=O)C2CCN(CC2)C2=C3C(C)=CNC3=NC=N2)=CC=C1
CHEMBL3718526; 0.849; OC1=CC2=C(NC3=C2C(NC2CCCCC2)=NC=N3)C=C1
CHEMBL3717897; 0.849; NC(=O)C1CCCN(C1)C1=NC=NC2=C1C1=C(N2)C=CC(O)=C1
CHEMBL1325388; 0.847; C1CCC(CC1)N1CCN(CC1)C1=NC=NC2=C1NC1=C2C=CC=C1
CHEMBL4214539; 0.846; ClC1=CC=C(CC(=O)N2CCN(CC2)C2=C3C(Br)=CNC3=NC=N2)C=C1
CHEMBL3715453; 0.846; NC(=O)C1=CC2=C(NC3=C2C(NC2CCCCCC2)=NC=N3)C=C1
CHEMBL3352853; 0.845; C[C@H](NC(=O)N1CCN(C[C@@H]1C)C1=C2C(C)=CNC2=NC=N1)C1=CC=CC=C1
CHEMBL4207231; 0.845; ClC1=CC=C(C=C1)C1(CCNCC1)C(=O)N1CCN(CC1)C1=C2C(Br)=CNC2=NC=N1
