ChemblID;Score;Smile;ROMol;tanimoto_maccs;dice_maccs;tanimoto_morgan;dice_morgan
CHEMBL1630790;0.959; C[C@@H]1CCN(CC2=CC=CC(F)=C2F)C[C@@H]1N(C)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea92d0>;0.7796610169491526;0.8761904761904762;0.5342465753424658;0.6964285714285714
CHEMBL4226460;0.947; CN([C@@H]1CCN(C1)C(=O)NC1=CC=CC=C1)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea93f0>;0.7627118644067796;0.8653846153846154;0.5070422535211268;0.6728971962616822
CHEMBL4276863;0.944; CC(C)COC(=O)N1C[C@H](N(C)C2=C3C=CNC3=NC=N2)C2(CC2)C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9450>;0.7121212121212122;0.831858407079646;0.4358974358974359;0.6071428571428571
CHEMBL3693634;0.943; O=C(CC#N)N1CCCCC11CCN(C1)C1=C2NC=NC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9510>;0.8103448275862069;0.8952380952380953;0.27058823529411763;0.42592592592592593
CHEMBL570598;0.937; CC1=CNC2=NC=NC(N3CCC(CC3)C(=O)NC3=CC=CC=C3)=C12;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea95d0>;0.7413793103448276;0.8514851485148515;0.24096385542168675;0.3883495145631068
CHEMBL3356065;0.922; C[C@H]1CN(CCN1C(=O)CC1=CC=CC=C1)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9630>;0.9272727272727272;0.9622641509433962;0.27058823529411763;0.42592592592592593
CHEMBL570339;0.919; CC1=CNC2=NC=NC(N3CCC(CC3)C(=O)NC3=CC=C(C)C=C3)=C12;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea97b0>;0.7586206896551724;0.8627450980392157;0.24096385542168675;0.3883495145631068
CHEMBL568938;0.918; CC1=CNC2=NC=NC(N3CCC(CC3)C(=O)NC3=CC(C)=CC=C3)=C12;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9810>;0.7586206896551724;0.8627450980392157;0.22988505747126436;0.37383177570093457
CHEMBL1630792;0.914; C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)C1CC2=CC(Cl)=CC=C2O1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9990>;0.7727272727272727;0.8717948717948718;0.5714285714285714;0.7272727272727273
CHEMBL4229278;0.91; CC(C)COC(=O)N1CC[C@H](C1)N(C)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9b70>;0.7619047619047619;0.8648648648648649;0.5138888888888888;0.6788990825688074
CHEMBL3718794;0.904; CC1CC(C)CN(C1)C1=NC=NC2=C1C1=C(N2)C=CC(=C1)C(N)=O;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9cf0>;0.7368421052631579;0.8484848484848485;0.24691358024691357;0.39603960396039606
CHEMBL3719102;0.903; CC1CCCN(C1)C1=NC=NC2=C1C1=C(N2)C=CC(=C1)C(N)=O;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9d50>;0.8070175438596491;0.8932038834951457;0.26506024096385544;0.41904761904761906
CHEMBL3716162;0.903; CC1CCN(CC1)C1=NC=NC2=C1C1=C(N2)C=CC(=C1)C(N)=O;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9db0>;0.7894736842105263;0.8823529411764706;0.2625;0.4158415841584158
CHEMBL3356064;0.899; C[C@H]1CN(CCN1C(=O)NC1=CC=CC=C1)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfea9ed0>;0.8;0.8888888888888888;0.2441860465116279;0.3925233644859813
CHEMBL4285042;0.894; CN([C@H]1CN(CC11CC1)C(=O)NC1=CC=C(C)C(Cl)=C1)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf030>;0.7121212121212122;0.831858407079646;0.40963855421686746;0.5811965811965812
CHEMBL3715974;0.88; NC(=O)C1=CC2=C(NC3=C2C(=NC=N3)N2CCCCCC2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf270>;0.7241379310344828;0.84;0.2125;0.35051546391752575
CHEMBL3715588;0.878; NC(=O)C1=CC2=C(NC3=C2C(=NC=N3)N2CCCCC2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf2d0>;0.7368421052631579;0.8484848484848485;0.2125;0.35051546391752575
CHEMBL3719354;0.878; NC(=O)C1=CC2=C(NC3=C2C(=NC=N3)N2CCCCC2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf330>;0.7368421052631579;0.8484848484848485;0.2125;0.35051546391752575
CHEMBL3715037;0.872; CCC1CCCCN1C1=NC=NC2=C1C1=C(N2)C=CC(=C1)C(N)=O;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf450>;0.7758620689655172;0.8737864077669902;0.2441860465116279;0.3925233644859813
CHEMBL4287328;0.863; CN([C@H]1CN(CC11CC1)C(=O)NC1=CC=CC=C1C1=CC=CC=C1)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf630>;0.7301587301587301;0.8440366972477065;0.39759036144578314;0.5689655172413793
CHEMBL3356066;0.857; C[C@@H](NC(=O)N1CCN(C[C@@H]1C)C1=C2C(C)=CNC2=NC=N1)C1=CC=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf870>;0.7868852459016393;0.8807339449541285;0.23333333333333334;0.3783783783783784
CHEMBL3669559;0.855; O=C1N(CC2=CNC3=CC=CC=C23)CCCC11CCN(CC1)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaf990>;0.7096774193548387;0.8301886792452831;0.25842696629213485;0.4107142857142857
CHEMBL4214539;0.846; ClC1=CC=C(CC(=O)N2CCN(CC2)C2=C3C(Br)=CNC3=NC=N2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeafbd0>;0.75;0.8571428571428571;0.23809523809523808;0.38461538461538464
CHEMBL3352853;0.845; C[C@H](NC(=O)N1CCN(C[C@@H]1C)C1=C2C(C)=CNC2=NC=N1)C1=CC=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeafc90>;0.7868852459016393;0.8807339449541285;0.23333333333333334;0.3783783783783784
CHEMBL3356425;0.844; CC1=CNC2=NC=NC(N3CCC(C)(CC3)C(=O)NC3=CC=CC(=C3)C(C)(C)C)=C12;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeafdb0>;0.7419354838709677;0.8518518518518519;0.19148936170212766;0.32142857142857145
CHEMBL1630789;0.842; C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)NC1=CC(C)=NS1;<rdkit.Chem.rdchem.Mol object at 0x7f5acfeaff90>;0.7101449275362319;0.8305084745762712;0.6111111111111112;0.7586206896551724
CHEMBL571502;0.84; C[C@@H]1CN(CCN1C(=O)NC1=CC=CC(Br)=C1)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8090>;0.75;0.8571428571428571;0.22826086956521738;0.37168141592920356
CHEMBL571942;0.839; C[C@H]1CN(CCN1C(=O)NC1=CC=CC(Br)=C1)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b80f0>;0.75;0.8571428571428571;0.22826086956521738;0.37168141592920356
CHEMBL1630787;0.835; CCN(CC)C(=O)OC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8210>;0.7619047619047619;0.8648648648648649;0.47435897435897434;0.6434782608695652
CHEMBL583464;0.831; C[C@H]1CN(CCN1C(=O)NC1=CC=CC(Cl)=C1)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b84b0>;0.75;0.8571428571428571;0.22826086956521738;0.37168141592920356
CHEMBL572170;0.829; CC(C)NC(=O)C1=CC(NC(=O)N2CCN(C[C@@H]2C)C2=C3C(C)=CNC3=NC=N2)=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8510>;0.765625;0.8672566371681416;0.21428571428571427;0.35294117647058826
CHEMBL258838;0.827; CN1CCC2(CN(C3=CC=CC=C23)C2=C3C=CNC3=NC=N2)CC1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b86f0>;0.7068965517241379;0.8282828282828283;0.2625;0.4158415841584158
CHEMBL570820;0.821; C[C@H]1CN(CCN1C(=O)NC1=CC=C(F)C(Br)=C1)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b88d0>;0.7272727272727273;0.8421052631578947;0.22340425531914893;0.3652173913043478
CHEMBL3717493;0.819; NC(=O)C1=CC2=C(NC3=C2C(=NC(N)=N3)N2CCCCC2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b89f0>;0.7;0.8235294117647058;0.16279069767441862;0.28
CHEMBL3716812;0.814; CC1=NC2=C(C3=C(N2)C=CC(=C3)C(N)=O)C(=N1)N1CCCCC1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8b10>;0.7543859649122807;0.86;0.1744186046511628;0.297029702970297
CHEMBL3393349;0.812; CN1CCN(CC1)C1=C2C(NC=C2C2=CC=CC(=C2)C#N)=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8b70>;0.7818181818181819;0.8775510204081632;0.2289156626506024;0.37254901960784315
CHEMBL4545883;0.802; CC1CCCCN1CC(C)(C)NC1=NC(=NC2=CN=CC=C12)C1=CC=NC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8f30>;0.7049180327868853;0.8269230769230769;0.15053763440860216;0.2616822429906542
CHEMBL3356063;0.8; COC1=CC=CC(NC(=O)N2CCN(C[C@@H]2C)C2=C3C(C)=CNC3=NC=N2)=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b8f90>;0.7352941176470589;0.847457627118644;0.22340425531914893;0.3652173913043478
CHEMBL3715062;0.798; CCCN(CCC)C1=NC=NC2=C1C1=C(N2)C=CC(=C1)C(N)=O;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b40f0>;0.8070175438596491;0.8932038834951457;0.24050632911392406;0.3877551020408163
CHEMBL3715766;0.783; COC(=O)C1=CC2=C(NC3=C2C(=NC(C)=N3)N2CCCCC2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b46f0>;0.711864406779661;0.8316831683168316;0.1590909090909091;0.27450980392156865
CHEMBL3665194;0.773; CSC1=NC=C(C(N[C@H]2CCCN(C2)C(=O)CC#N)=N1)C1=CN=C2NC=CC2=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b4c90>;0.7575757575757576;0.8620689655172413;0.4069767441860465;0.5785123966942148
CHEMBL4448573;0.772; O=C(NC1=CC=CC(=C1)C1CCCN(C1)C1=C2C=CNC2=NC=N1)C1=CC=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b4e10>;0.75;0.8571428571428571;0.2988505747126437;0.46017699115044247
CHEMBL571715;0.769; CC1=CNC2=NC=NC(N3CCN(CC3)C(=O)NC3=CC(C)=CC=C3)=C12;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b4f90>;0.7333333333333333;0.8461538461538461;0.22093023255813954;0.3619047619047619
CHEMBL4167162;0.762; ClC1=CC=C(NC2=C3C=C(NC(=O)CN4CCCC4)C=CC3=NC=N2)C=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b02d0>;0.7258064516129032;0.8411214953271028;0.1839080459770115;0.3106796116504854
CHEMBL4649816;0.762; O=C1C[C@@H](CN1CC1=CC=CC=C1)NC1=C2NC=NC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b03f0>;0.75;0.8571428571428571;0.19767441860465115;0.3300970873786408
CHEMBL3804845;0.759; CN1C(=O)N(CC(C)(C)C)C2=CC=C(N=C12)N1CC2CCC1CN2C1=NC=CC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b0570>;0.7272727272727273;0.8421052631578947;0.14130434782608695;0.24761904761904763
CHEMBL3806226;0.755; CN1C(=O)N(CC(C)(C)C)C2=CC=C(N=C12)N1CC2CCC1CN2;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b0870>;0.7101449275362319;0.8305084745762712;0.14130434782608695;0.24761904761904763
CHEMBL4087971;0.748; CN1CCN(CC1)[C@H]1CC[C@@H](CC1)NC1=NC=NC2=CC=C(C=C12)C#N;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5b0b10>;0.7192982456140351;0.8367346938775511;0.21176470588235294;0.34951456310679613
CHEMBL3393341;0.718; C[C@H]1CCCN(C1)C1=C2C(NC=C2C2=CC=CC(=C2)C#N)=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c56f0>;0.7636363636363637;0.865979381443299;0.27058823529411763;0.42592592592592593
CHEMBL3393342;0.718; C[C@@H]1CCCN(C1)C1=C2C(NC=C2C2=CC=CC(=C2)C#N)=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5750>;0.7636363636363637;0.865979381443299;0.27058823529411763;0.42592592592592593
CHEMBL297702;0.717; CC1(C)CC(=O)N(CCCCN2CCN(CC2)C2=NC3=CC=CC=C3C=C2)C(=O)C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c58d0>;0.7142857142857143;0.8333333333333334;0.12359550561797752;0.22
CHEMBL4468002;0.717; O=C(NC1=CC=CN=C1)NC1=CC=CC(=C1)C1CCCN(C1)C1=C2C=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5930>;0.711864406779661;0.8316831683168316;0.28888888888888886;0.4482758620689655
CHEMBL4445919;0.716; O=C(NC1=CC=CC(=C1)C1CCCN(C1)C1=C2C=CNC2=NC=N1)NC1=CC=CC=C1N1CCCCC1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5990>;0.7049180327868853;0.8269230769230769;0.27956989247311825;0.4369747899159664
CHEMBL78377;0.713; CC1=C(C)C2=C(NCCCN3CCCC3=O)N=C(N=C2N1)C1=CC=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5ab0>;0.746031746031746;0.8545454545454545;0.1368421052631579;0.24074074074074073
CHEMBL4460419;0.711; O=C(NC1=CC=CC(=C1)C1CCCN(C1)C1=C2C=CNC2=NC=N1)NC1=CC=CC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5cf0>;0.711864406779661;0.8316831683168316;0.2857142857142857;0.4444444444444444
CHEMBL2314501;0.71; CN1CCCN(CC1)C1=C2C=C(NC2=NC(N)=N1)C1=CC=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5db0>;0.7049180327868853;0.8269230769230769;0.13793103448275862;0.24242424242424243
CHEMBL585734;0.707; CC(C)NC(=O)C1=CC(N\\C(=N/C#N)N2CCN(C[C@@H]2C)C2=C3C(C)=CNC3=NC=N2)=CC=C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c5f30>;0.78125;0.8771929824561403;0.23300970873786409;0.3779527559055118
CHEMBL506969;0.705; CN1CCN(CC1)C1=NC=NC2=CC=CC=C12;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c80f0>;0.7090909090909091;0.8297872340425532;0.1643835616438356;0.2823529411764706
CHEMBL2152300;0.702; O=C(CC#N)N1CCC[C@H](C1)N1C=NC2=C1C1=C(NC=C1)N=C2;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c8270>;0.8363636363636363;0.9108910891089109;0.4864864864864865;0.6545454545454545
CHEMBL3593766;0.699; NC(=O)C1=CN=C2NC=CC2=C1N[C@@H]1CCCN(CC2=CC=CC=C2)C1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c8390>;0.7540983606557377;0.8598130841121495;0.2976190476190476;0.45871559633027525
CHEMBL569861;0.699; C[C@H]1CN(CCN1\\C(NC1=CC=CC(=C1)C#N)=N\\C#N)C1=C2C(C)=CNC2=NC=N1;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c83f0>;0.7258064516129032;0.8411214953271028;0.2268041237113402;0.3697478991596639
CHEMBL3593768;0.683; NC(=O)C1=CN=C2NC=CC2=C1NC1CCN(CC1)C(=O)CC#N;<rdkit.Chem.rdchem.Mol object at 0x7f5ace5c8a50>;0.7580645161290323;0.8623853211009175;0.4861111111111111;0.6542056074766355
